Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,MOA,,,,,,,Price,2.1,
,belapectin (GR-MD-02),galectin 3 inhibitor,,,,,,,Shares,62.761825,Q324
,,,,,,,,,MC,131.7998325,
,,,,,,,,,Cash,27.06,Q324
,,,,,,,,,Debt,104.554,Q324
,,,,,,,,,EV,209.2938325,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,PIC,294.776,Q324
,,,,11/18/24: AASLD abstracts,,,,,AD,389.542,Q324
,,,,,,,,,,,
,,,,,,,,,CEO: Joel Lewis replaced Joel Lewis (2014-) who replaced David Platt (2001-),,
,,,,,,,,,CMO: Khurram Jamil,,
,"1999: 53 employees. 5,895,784 entitled ""Method for Treatment of Cancer by Oral Administration of Modified Pectin. 5,834,442 entitled ""Method for Inhibiting Cancer Metastasis by Oral Administration of Soluble Modified Citrus Pectin",,,,,,,,,,
,"1998: IGG becomes SafeScience (NASDAQ: SAFS). On November 4, 1998, Dr. Vodek Sasak of SafeScience announced new pre-clinical data at the Intertech Glycocompounds '98 conference in Vancouver, British Columbia, Canada. The data showed that GBC-590, when administered as a single agent, produced a significant response in the PANC-1 human pancreatic tumor cell model, with 44% of the mice in the GBC-590 group surviving the 90-day experiment, and with 33% demonstrating a complete eradication of the tumor. No mice in the control groups that were administered saline solution or gemcitabine survived past 43 days, with a mean survival time of less than 30 days. 16 employees.",,,,,,,,,,
,"1997: The Company is researching and developing five principal products, four of which are derived from naturally occurring substances:  ELEXA, a plant fungus; the GBC 590 and the Microorganism Substances (MMS-1 and MMS-2).  The fifth product is an active peptide which is a synthetic compound.  In 1990, M. Mouricout showed that injections of glycopeptides taken from the blood plasma of cows can protect newborn calves from lethal doses of E. coli. GBC 590. In February 1995, in independent research paper was published in the JNCI.  The study used a compound similar to the Company's GBC 590 substance.  The study showed almost 100% elimination of prostate cancer metastases in rats.  These independent scientific results indicates that many forms of cancer may produce metastatic cells with the same markers to which the Company's substance derived from the Complex carbohydrate attaches.  As a result, while the substance has only been tested on melanoma and prostate cancer in animals, the product may or may not have an application in treating other cell lines as well. Micro-organism (MMS-2). MMS-2 has demonstrated the ability to inhibit metastasis in No/No nude mice (Mice without an active immune system so they will not reject human cells) injected with human melanoma cells.  The test was performed according to a research article in the International Journal Cancer, 1991.  Two groups of mice were injected intravenously with melanoma human cancer cells.  The test group was injected twice a week with MMS-2.  After 35 days group 1 was compared to test group 2 with respect to tumor growth using the Wilcoxon Rank Sum Text.  Multiple comparisons were made across 5 days using Bonferroni's rule.  The test was conducted at an overall significance level of 0.05.  MMS-1 significantly reduce the amount of cancer cells in the mice's lungs.",,,,,,,,,,
,"1996: Carbohydrates for HIV, Cancer and fungicides. Testing of the Company's product for HIV treatment, known as MMS-1, was completed at the University of Kentucky in April 1996.  Test results showed that the MMS-1 compound was very effective over the test period at increasing survival rates and the immune function in viral-infected laboratory mice.  This study is part of the final package that will be submitted to the FDA for IND approval as a potential treatment of HIV.  The Company's schedule for development anticipates that clinical testing on this compound will begin in 1997. ",,,,,,,,,,
,1995: Goes public via reverse merger with Alvarada.,,,,,,,,,,
,"1994: IGG raises $64,290.",,,,,,,,,,
,"1993: IGG raises $43,687.",,,,,,,,,,
,"1992: 12/8/1992: International Gene Group, Inc. is founded by David Platt.",,,,,,,,,,
,"1991: From January 1991 to November 1992, Dr. Platt was a research scientist with the Department of Internal Medicine at the University of Michigan, Ann Arbor, Michigan.",,,,,,,,,,
,"1990: From October 1989 to November 1991, Dr. Platt was a research fellow with Dr. A. Raz. at the Michigan Cancer Foundation, Detroit Michigan.",,,,,,,,,,
,"1989: Dr. Platt Phd. Dr. Platt received a Doctor of Philosophy degree (1989), Masters of Science degree (1983), and Bachelor of Science degree (1978) from the Hebrew University of Jerusalem, Israel and a Bachelor of Engineering degree (1980) from Technion, Haifa, Israel. From January 1989 to August 1989, Dr. Platt was a research fellow under Dr. M. Wilcheck, Weizmann Institute of Science, Rehovot, Israel.",,,,,,,,,,
,,,,,,,,,,,
,redo phase 1???,,,,,,,,,,
