Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,Indication,Approved,Competition,Economics,Admin,IP,,Price,469.0,
,IV Remodulin,PAH,2002-05-21 00:00:00,"Thelin, Ambrisentan, Ventavis, Tracleer, Flolan, NS-304",1,IV/SQ,Expired,,Shares,47.0,Q325
,Tyvaso,PAH,2009-07-30 00:00:00,Ventavis,1,Inhaled,,,MC,22043.0,
,Adcirca (tadalafil),PAH,2009-05-26 00:00:00,Revatio,"90%, LLY 10%",Oral,,,Cash,4335.0,Q325
,,,Phase,,,,,,Debt,0.0,Q325
,,,,,,,,,EV,17708.0,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,COO: Michael Benkowitz,,
,,,,,2001: beraprost failure.,,,,,,
,,,,,Q1 2007: CDC reports on Remodulin sepsis issue,,,,,,
,,,,,mid-2007: complete TRIUMPH-1 enrollment,,,,,,
,,,,,October-November: TRIUMPH-1 data,,,,,,
,,,,,Q2 2008: File Viveta NDA.,,,,,,
,,,,,Mid-November 2008: FREEDOM-C oral Remodulin data.,,,,,,
,,,,,7/30/2009: Tyvaso/Viveta PDUFA,,,,,,
,,,,,?: Had antibiotic project?,,,,,,
,,,,,January 31 2011: FREEDOM-M completes enrollment.,,,,,,
,,,,,April 2011: begin 50-pt US safety trial of implantable pump,,,,,,
,,,,,June 2011: FREEDOM-M results,,,,,,
,,,,,Sept 2011: FREEDOM-C2 results,,,,,,
,,,,,May 2011: FREEDOM-M Phase III study reports.,,,,,,
,,,,,beraprost,,,,,,
,,,,,Type V Collagen,,,,,,
